fakeID,b_specialisation_i,b_specialisation_h,b_specialisation_g,b_specialisation_f,b_specialisation_e,b_specialisation_d,b_specialisation_c,b_specialisation_b,b_specialisation_a,b_specialisation_j,q_OpeningDays,q_OpeningHours,q_2017 Average Household Size,q_2017 Total Households,q_2017 HHs: 5th Quintile (68.759 and above),q_5th Quint by Total HH,q_2017 Purchasing Power: Per Capita,q_2017 Total Population,"q_2017 Pop 15+/Edu: University, Fachhochschule",q_Uni by Total Pop,q_2017 Personal Care: Per Capita,q_2017 Medical Products: Per Capita,q_2017 Personal Effects: Per Capita,b_in_kontakt_gewesen,b_gekauft_gesamt
267_7703,1,0,0,0,1,0,0,0,0,1,0,0,2.1,116552,18990,0.162931567,22830.89,244343,25778,0.105499237,580.77,345.05,233.81,0,0
267_4329,0,0,0,0,0,0,0,0,0,0,5,28,2.4,166669,36020,0.216116974,22930.8,398416,23761,0.059638669,563.41,318.33,236.68,0,0
266_7703,1,0,0,0,1,0,0,0,0,0,4,24,2.3,26356,3912,0.1484292,20566.83,60278,3718,0.061680879,533.45,330.28,211.51,0,0
266_4307,0,0,0,0,0,0,0,0,0,0,5,20.5,2.6,38173,9420,0.246771278,22026.91,101156,4895,0.048390605,535.7,300.3,227.85,0,0
265_4294,0,0,0,0,0,0,0,0,0,1,0,0,2.3,14403,2810,0.195098243,22416.5,33638,2038,0.060586242,554.91,339.16,233.81,0,0
265_1855,0,1,0,0,0,0,0,0,0,0,5,35,2.1,1087812,206166,0.189523557,23813.1,2290202,333795,0.145749152,593.56,327.57,237.23,0,0
263_6971,0,0,0,0,0,0,0,0,0,0,5,19.5,2.2,131941,26189,0.198490234,23680.99,288049,37386,0.129790418,582.88,321.9,234.36,0,0
262_3435,0,0,0,0,0,0,0,0,0,0,4,20,2.1,784854,140650,0.179205304,23277.16,1655749,222741,0.134525825,586.87,322.18,230.89,0,0
262_1815,0,1,1,0,1,0,0,0,0,0,5,32,2.1,1041467,193224,0.185530603,23633.64,2189266,317903,0.145209856,591.67,324.99,234.61,0,0
260_6929,0,0,0,0,0,0,0,0,0,0,5,24,2.6,21706,5042,0.232286004,21956.01,55981,2641,0.047176721,536.95,293.84,223.41,0,0
26_731,1,0,1,1,0,0,0,0,0,0,4,15,2.4,12182,2000,0.164176654,20086.92,29816,1678,0.056278508,520.3,302.82,204.31,0,0
26_465,0,0,0,0,0,0,0,0,0,0,5,25,2.5,69983,14837,0.212008631,22211.45,171474,9065,0.052865157,542.13,319.98,230.61,0,0
26_255,0,0,0,0,0,0,0,0,0,0,4,24.5,2.3,35703,4995,0.13990421,20155.19,82866,3566,0.043033331,527.04,322.81,205.88,0,0
26_1236,0,0,0,0,0,0,0,0,0,0,5,20,2.4,130658,32922,0.251970794,23977.17,310636,22093,0.071121827,578.35,322.48,248.11,0,0
26_1003,0,0,0,0,0,0,0,0,0,0,5,15,2.2,149074,33113,0.222124582,24690.96,330027,38339,0.116169283,593.16,342.22,253.01,0,0
259_4166,0,0,0,0,0,0,0,0,0,0,0,0,2.2,225887,48150,0.213159677,24818.48,489510,46532,0.095058324,599.49,341.21,252.18,0,0
259_1808,0,0,0,0,0,0,0,0,0,0,4,13,2.1,1078252,200444,0.185897174,23658.06,2268373,327893,0.14454986,592.02,326.24,235.39,0,0
258_7568,0,0,0,0,0,0,0,0,0,0,5,30,2.4,15571,2429,0.155995119,20158.27,36983,2042,0.055214558,527.49,310.24,206.62,0,0
258_4163,0,0,0,0,0,0,0,0,0,0,5,27,2.2,274022,57027,0.208111028,24552.78,595555,53691,0.090152883,596.43,339.41,249.82,0,0
258_3577,0,0,0,0,0,0,0,0,0,0,4,38,2.1,63779,8644,0.135530504,21456.23,134336,7307,0.054393461,559.98,346.17,218.95,0,0
258_3396,0,1,1,0,1,0,0,0,1,1,2,16,2.3,33573,4759,0.141750812,20039.23,78687,3307,0.042027273,523.55,319.44,204.41,0,0
257_3550,1,0,0,0,0,0,0,0,0,0,5,20,2.3,154508,32624,0.211147643,23060.37,357141,40010,0.112028583,562.32,318.81,231.76,0,0
257_1766,1,0,0,1,1,0,0,0,0,0,4,28,2.1,1036866,191984,0.185157966,23644.38,2176672,319638,0.146847113,592.07,325.33,234.71,0,0
256_3529,0,0,1,0,0,0,0,0,0,0,5,25,2.2,255772,51666,0.202000219,23612.61,562908,74439,0.132240082,578.94,324.45,235.4,0,0
255_3481,1,0,0,1,1,0,0,0,0,0,5,25,2.2,236722,46847,0.197898801,23535.54,517591,68891,0.1330993,578.82,321.85,232.99,0,0
255_3375,0,0,0,0,0,0,0,0,0,1,5,29,2.3,100963,20370,0.201757079,22952.5,233644,16665,0.071326462,564.06,332.15,237.39,0,0
255_1749,0,0,0,0,1,0,0,0,1,0,4,22,2.1,1028055,190474,0.18527608,23679.23,2154736,320619,0.148797347,592.79,325.76,234.99,0,0
254_7476,1,1,1,0,0,0,0,0,0,0,0,0,2.3,39234,6151,0.156777285,20799.78,90298,6181,0.068451128,536.29,327.85,214,0,0
254_4071,0,0,0,0,0,0,0,0,0,0,0,0,2.5,71832,16183,0.225289565,22047.29,182282,8595,0.047152215,540.06,306.12,226.75,0,0
254_3473,0,0,0,0,0,0,0,0,0,0,5,36.5,2.5,51281,9774,0.190596907,20940.53,128268,5635,0.043931456,522.15,315.03,217.13,0,0
253_7476,1,1,1,0,0,0,0,0,0,0,0,0,2.2,77047,13056,0.169455008,22500.85,167671,16215,0.096707242,567.23,343.76,231.71,0,0
253_4062,0,0,0,0,0,0,0,0,0,0,0,0,2.2,304769,64311,0.211015556,24470.88,667877,59007,0.0883501,594.12,338.08,249.45,0,0
253_3454,0,0,1,1,0,0,0,0,0,0,5,27.5,2.5,10293,1727,0.167783931,19527.72,25945,1047,0.040354596,505.52,310.93,202.55,0,0
253_3354,0,1,0,0,0,0,0,0,0,0,4,28,2.4,46479,9657,0.207771252,22933.08,109349,6374,0.058290428,558.49,337.69,239.35,0,0
252_7469,1,1,1,0,1,0,0,0,0,1,4,27.5,2.1,106575,17278,0.162120572,22601.11,225826,21125,0.093545473,576.83,341.31,231.63,0,0
252_3352,0,1,1,0,1,0,0,1,1,0,0,0,2.3,113401,23655,0.208596044,23038.74,265256,19088,0.071960672,564.17,330.38,238.65,0,0
251_7513,0,0,0,0,0,0,0,0,0,0,0,0,2.4,27085,5142,0.189846779,21518.78,65065,3250,0.04995005,541.2,308.92,219.14,0,0
251_3352,0,1,1,0,1,0,0,1,1,0,4,22,2.1,512721,95727,0.18670388,23755.11,1069858,164665,0.153912949,593.37,329.89,236.15,0,0
250_3351,0,1,1,0,1,0,0,0,1,0,4,26,2.3,118168,27507,0.232778756,24690.05,270504,19764,0.073063615,589.36,342.28,258.79,0,0
250_1723,0,0,0,0,0,0,0,0,0,0,5,22,2.1,1051225,195695,0.186159005,23656.16,2211410,320809,0.145069888,591.8,325.44,235.02,0,0
25_949,0,0,0,0,0,0,0,0,0,1,0,0,2.1,132053,21450,0.16243478,22667.2,279523,27615,0.098793301,577.37,343.13,232.74,0,0
25_691,0,0,0,0,0,0,0,0,0,0,5,24,2.1,123875,24391,0.196900101,23962.52,265866,36651,0.13785516,588.71,327.47,237.13,0,0
25_451,0,0,0,0,0,0,0,0,0,0,5,28,2.8,17810,3985,0.223750702,19861.27,50305,1656,0.032919193,490.39,296.46,206.25,0,0
25_2825,0,0,0,0,0,0,0,0,0,0,0,0,2.2,233909,52351,0.223809259,24485.14,525951,48193,0.091630209,589.9,344.36,255.03,0,0
25_1185,0,0,0,0,0,0,0,0,0,0,5,20,2.4,104543,26010,0.248797146,23935.21,248170,17257,0.069537011,578.3,322.4,247.65,0,0
249_4037,0,0,0,0,0,0,0,0,0,0,0,0,2.2,306294,65610,0.214205959,24484.05,675801,59394,0.087886819,593.13,337.33,249.95,0,0
249_3433,0,0,0,0,0,0,0,0,0,0,0,0,2.6,42054,8559,0.203524041,20887.46,108452,5145,0.047440342,518.56,309.01,216.37,0,0
249_1710,0,0,0,0,1,0,0,0,0,0,4,16,2.1,1024212,190015,0.185523114,23699.85,2145029,321204,0.14974343,593.19,325.96,235.15,0,0
247_3294,0,0,0,0,1,0,0,0,0,0,5,21,2.3,28308,3688,0.130281193,19895.69,65166,2548,0.039100144,525.46,321.86,202.78,0,0
246_3943,0,0,0,0,0,0,0,0,0,0,0,0,2.2,310749,66968,0.215505118,24468.57,687954,60096,0.087354678,592.33,336.84,249.9,0,0
245_3940,0,0,0,0,0,0,0,0,0,0,5,20.5,2.6,23837,4995,0.209548181,20423.35,62722,2515,0.040097573,512.49,290.4,207.46,0,0
244_3934,0,0,0,0,0,0,0,0,0,0,5,20,2.1,202734,42161,0.207962157,24791.69,434677,41898,0.096388813,600.67,340.93,250.64,0,0
243_3253,0,1,1,0,1,0,0,0,1,0,4,25,2.3,123727,23544,0.190289912,22423.43,287079,19014,0.06623264,559.55,326.88,231.92,0,0
243_1658,0,0,0,0,0,0,0,0,0,0,4,21,2.1,1094656,207755,0.189790217,23817.38,2305960,334763,0.145172943,593.5,327.7,237.37,0,0
242_3346,0,0,1,0,0,0,0,0,1,1,3,18,2.2,229562,46723,0.203531072,23877.7,499273,71827,0.143863177,584.53,325.64,237.15,0,0
242_3218,0,0,0,0,1,0,0,0,0,0,4,22,2.1,714161,133684,0.187190283,23954.79,1472885,247961,0.16835055,597.31,329.59,236.31,0,0
240_6564,0,0,0,0,0,0,0,0,0,0,5,21,2.3,21911,4128,0.188398521,22114.13,50619,2952,0.058318023,554.92,318.61,225.81,0,0
240_3901,0,0,0,0,0,0,0,0,0,0,5,32,2.2,292717,59457,0.203121103,24213.94,638381,54630,0.085575855,592.04,336.32,246.01,0,0
240_3314,1,0,0,1,1,0,0,0,0,0,5,28.5,2.5,60339,12306,0.203947696,21600.47,149990,6642,0.044282952,531.79,314.27,223.46,0,0
24_949,0,0,0,0,0,0,0,0,0,0,5,24,2.1,111234,17939,0.161272632,22738.96,233856,23154,0.099009647,580.06,344.21,233.36,0,0
24_686,0,0,0,0,0,0,0,0,0,0,5,20,2.1,120469,23511,0.195162241,23976.39,257359,35968,0.139758081,589.62,327.92,236.89,0,0
24_515,0,0,0,0,0,0,0,0,0,1,0,0,2.2,293091,63770,0.217577476,24635.99,647184,57885,0.089441334,594.53,338.28,251.56,0,0
24_173,0,0,0,0,0,0,0,0,0,0,4,19,2.1,995397,181211,0.182048971,23550.14,2081694,312221,0.149984099,591.78,324.16,233.14,0,0
239_3290,1,0,1,1,1,0,0,0,1,0,4,27,2.6,36746,7439,0.202443803,20377.19,96696,3433,0.03550302,505.58,307.48,211.63,0,0
238_3270,1,0,1,1,0,0,0,0,0,0,5,23,2.2,243028,49453,0.203486841,23764.6,532201,73289,0.137709249,581.78,325.07,236.59,0,0
238_3169,1,0,1,1,0,0,0,0,0,0,4,21,2.1,903177,158162,0.175117391,23078.6,1899103,270418,0.142392487,585.42,316.84,227.24,0,0
237_3126,0,1,1,0,0,0,0,0,0,0,4,20,2.3,112260,23315,0.207687511,23003.01,262595,18752,0.071410347,563.72,329.98,238.16,0,0
236_3126,0,1,1,0,0,0,0,0,0,0,5,27,2.3,43557,7440,0.170810662,22176.93,98692,6179,0.062608925,559.94,328.47,227.44,0,0
235_3122,0,1,1,0,0,0,0,0,0,0,4,30,2.2,6668,876,0.131373725,20692.19,14879,606,0.040728544,543.61,333.04,212.29,0,0
235_1636,0,0,0,0,0,0,0,0,0,0,4,25,2.1,1011387,186535,0.18443484,23656.53,2116567,318032,0.150258414,592.83,325.44,234.54,0,0
234_3118,0,1,0,0,0,0,0,0,0,0,4,26,2.4,102751,21369,0.207968779,22334.15,249357,14807,0.059380727,550.57,317.98,230.54,0,0
233_3804,0,0,0,0,0,0,0,0,0,0,0,0,2.2,165035,33492,0.202938771,23894.15,363909,29173,0.080165646,586.98,328.42,241.89,0,0
230_6877,0,0,0,0,0,0,0,0,0,1,2,8,2.3,7368,1249,0.16951683,21672.13,16898,791,0.046810273,549.5,326.51,221.87,0,0
230_3129,0,0,0,0,0,0,0,0,0,0,5,32,2.4,19230,2969,0.154394176,20275.63,45510,2073,0.045550428,527.22,321.6,209.91,0,0
23_904,0,1,1,0,0,0,0,0,0,0,5,23,2.1,137932,22491,0.163058609,22718.62,291702,29054,0.099601648,578.02,343.74,233.28,0,0
23_435,0,0,0,0,0,0,0,0,0,1,0,0,2.2,220949,44702,0.202318182,23959.67,477068,70780,0.148364594,586.9,326.34,237.43,0,0
23_1100,0,0,0,0,0,0,0,0,0,0,5,12.5,2.4,133179,33584,0.252171889,23978.2,316802,22494,0.07100334,578.36,322.36,248.15,0,0
229_3108,0,0,0,0,0,0,0,0,0,1,2,5,2.2,220949,44702,0.202318182,23959.67,477068,70780,0.148364594,586.9,326.34,237.43,0,0
228_6863,0,0,0,0,0,0,0,0,1,0,5,21,2.3,166451,37440,0.224931061,24433.94,374991,40798,0.108797278,587.2,337.55,250.64,0,0
228_3028,0,0,0,0,0,0,0,0,0,0,4,24,2.1,554806,100142,0.180499129,23162.45,1188593,136493,0.114835776,584.15,324.16,232.59,0,0
227_3022,1,0,1,0,1,0,0,0,0,0,4,29,2.3,75072,15159,0.201926151,23033.1,172784,11814,0.068374387,565.01,336.85,238.91,0,0
226_1598,0,1,0,0,0,0,0,0,0,0,0,0,2.1,985876,177466,0.180008439,23442.68,2062362,306610,0.148669341,590.51,322.79,231.8,0,0
225_3580,0,0,0,0,0,0,0,0,0,0,0,0,2.2,262338,52886,0.201594889,24140.87,571542,48132,0.084214283,591.14,335.43,244.85,0,0
225_3065,0,0,0,0,0,0,0,0,0,0,5,20,2.2,247081,48095,0.194652766,23528.92,537422,69751,0.129788137,579.54,324.64,233.42,0,0
224_7145,0,0,0,0,0,0,0,0,0,0,4,17.5,2.2,42007,6174,0.146975504,20889.21,93720,6122,0.065322236,547.67,320.96,214.29,0,0
224_3021,0,0,0,0,0,0,0,0,0,0,5,20,2.5,83032,18632,0.224395414,22114.02,208373,14872,0.071372011,538.93,314.96,229.56,0,0
222_3552,0,0,0,0,0,0,0,0,0,1,0,0,2.2,300136,65604,0.21858091,24598.91,665329,58945,0.088595266,593.52,337.57,251.36,0,0
221_6577,1,1,1,0,0,0,0,0,1,0,0,0,2.2,161800,36336,0.224573548,24493.93,363290,40123,0.110443447,588.37,338.36,251.14,0,0
221_3548,0,0,0,0,0,0,0,0,0,0,0,0,2.5,36117,7438,0.2059418,21794.98,88860,3727,0.041942381,539.07,308.64,222.46,0,0
221_2977,1,0,0,0,0,0,0,0,0,0,5,22,2.1,214339,42902,0.20015956,23940.46,460671,69560,0.150997132,587.44,326.49,236.77,0,0
220_6014,1,0,0,1,1,0,0,0,1,0,5,15,2.6,40229,9660,0.240125283,22462.31,102639,6175,0.060162316,545.9,298.92,230.25,0,0
22_857,1,1,0,0,1,0,0,0,1,0,5,31,2.1,140267,22971,0.163766246,22757.42,296638,29809,0.100489486,578.42,344.09,233.76,0,0
22_457,1,0,0,0,1,0,0,0,0,0,5,24,2.4,135770,29657,0.21843559,22956.89,325689,20519,0.063001821,562.12,320.29,237.03,0,0
22_250,0,0,0,0,0,0,0,0,0,1,0,0,2.3,41177,6227,0.151225199,20574.58,96293,4566,0.047417777,531.14,324.71,211.11,0,0
217_2884,0,1,0,1,0,0,0,0,0,1,0,0,2.2,435216,80827,0.185716977,23197.24,946174,97407,0.102948295,581.8,328.44,235.37,0,0
215_3366,0,0,0,0,0,0,0,0,0,0,5,37,2.2,277822,59566,0.214403467,24699.18,607692,55640,0.09155954,596.87,339.96,251.93,0,0
215_2835,1,0,1,0,0,0,0,0,0,0,5,20,2.1,56752,7703,0.135730899,21470.95,119554,6544,0.054736772,560.29,345.94,218.93,0,0
214_5973,0,0,0,0,0,0,0,0,0,0,5,20,2.2,141021,28198,0.199956035,23906.48,305990,38629,0.126242688,586.96,326.37,237.78,0,0
214_2831,0,0,0,0,0,0,0,0,0,0,5,24,2.2,229984,46800,0.203492417,23880.71,500116,71920,0.143806637,584.58,325.77,237.21,0,0
213_3337,1,0,0,0,0,0,0,0,0,0,5,21.5,2.6,66503,15126,0.227448386,21911,170327,8291,0.048676957,535.76,304.03,224.79,0,0
212_1459,0,1,1,0,1,0,0,0,0,0,5,17.5,2.1,1051678,196504,0.186848066,23715.13,2209625,324571,0.146889631,592.75,326.12,235.67,0,0
211_5892,0,0,0,0,0,0,0,0,0,0,5,20,2.2,152319,30933,0.203080377,23837.04,334104,41305,0.123629169,584.35,325.41,237.88,0,0
211_3287,1,0,0,1,0,0,0,0,0,0,0,0,2.6,48311,11461,0.237233756,21571.58,127753,5604,0.043865897,527.01,298.87,221.86,0,0
211_2801,0,0,0,0,0,0,0,0,0,0,5,28,2.4,86611,17157,0.198092621,21806.22,207436,13108,0.063190574,542.49,317.18,225.07,0,0
21_830,1,0,0,0,1,0,0,0,0,0,0,0,2.2,146404,32437,0.221558154,24726.88,323215,37850,0.117104714,594.02,343,253.33,0,0
21_324,0,0,0,0,0,0,0,0,0,0,0,0,2.6,65979,13621,0.206444475,20845.49,171286,7853,0.045847296,516.22,307.57,215.92,0,0
21_2766,0,0,0,0,0,0,0,0,0,0,0,0,2.5,43158,7945,0.184091014,21038.51,105886,5358,0.05060159,527.13,322.1,218.59,0,0
209_2798,0,0,0,0,0,0,0,0,0,0,5,29.5,2.3,141324,26718,0.189054938,21873.09,326972,27131,0.082976524,549.99,309.3,220.21,0,0
208_3266,0,0,0,0,0,0,0,0,0,0,0,0,2.2,288494,61797,0.214205495,24612.53,633290,56996,0.089999842,595.41,338.92,251.16,0,0
208_2789,0,0,0,0,0,0,0,0,0,0,5,31,2.2,58052,8054,0.138737683,21219.31,125545,6092,0.048524433,555.26,338.71,218.01,0,0
207_5781,0,0,0,0,0,0,0,0,0,0,5,26,2.2,151645,30765,0.202875136,23845.68,332350,41187,0.123926583,584.61,325.46,237.91,0,0
207_2745,0,1,1,0,1,0,0,0,0,0,4,25,2.2,276102,56642,0.205148822,24116.07,607151,50599,0.083338412,589.31,334.09,245.01,0,0
206_5742,0,0,0,0,0,0,0,0,0,0,5,20.5,2.4,39478,7902,0.200162116,22285.81,92900,5433,0.058482239,556.94,310.14,227.09,0,0
206_2697,0,1,0,0,0,0,0,0,0,1,0,0,2.1,917528,160611,0.175047519,23189.92,1916505,283981,0.148176498,587.75,318.69,228.1,0,0
205_5737,1,0,0,1,1,0,0,0,1,0,5,15,2.2,141584,27267,0.19258532,23543.85,307708,35774,0.116259571,582.73,323.03,233.57,0,0
204_5730,0,0,0,0,0,0,0,0,0,0,5,33,2.3,24645,4546,0.184459322,22127.23,56682,3270,0.057690272,555.45,324.41,227.16,0,0
204_3196,1,0,0,0,0,0,0,0,0,0,5,22,2.2,151459,34978,0.230940387,25363.18,332464,34585,0.104026301,600.22,344.29,257.31,0,0
204_2695,0,0,0,0,0,0,0,0,0,1,0,0,2.2,227748,45737,0.200822839,23495.65,511355,42215,0.082555172,580.29,328.24,241.39,0,0
203_5723,1,0,0,0,0,0,0,0,0,0,5,15,2.6,6932,1693,0.24422966,21965.9,18364,822,0.04476149,533.25,285.25,223.28,0,0
203_1342,1,0,0,1,1,0,0,0,0,0,4,40,2.1,1026392,190603,0.185701954,23705.95,2149971,321704,0.149631786,593.23,326.04,235.25,0,0
202_6140,1,0,0,0,1,0,0,0,0,0,0,0,2.2,157277,35237,0.224044202,24562.05,351649,39510,0.112356355,589.9,339.39,251.75,0,0
202_3174,0,0,0,1,1,0,0,0,0,0,5,20,2.2,299664,63102,0.210575845,24413.48,658761,57356,0.087066478,592.92,337.12,248.86,0,0
202_2679,1,1,1,0,1,0,0,0,0,0,4,29,2.3,19911,2627,0.13193712,20193.78,45364,1839,0.040538753,530.44,326.56,206,0,0
201_6140,1,0,0,0,1,0,0,0,0,1,0,0,2.4,23340,4489,0.192330763,21703.59,55762,2829,0.050733474,544.11,310.74,221.09,0,0
201_1335,0,0,0,0,1,0,0,0,0,0,4,21,2.1,1026436,188189,0.183342166,23551.24,2155193,313466,0.145446835,590.97,324.15,233.55,0,0
200_5699,0,0,0,0,0,0,0,0,0,0,4,16,2.2,151430,30711,0.202806577,23840.26,331889,41168,0.124041472,584.5,325.47,237.85,0,0
200_3171,0,0,0,0,0,0,0,0,0,0,0,0,2.3,173906,35334,0.203178729,22962.73,402531,25036,0.062196452,569.17,323.01,236.25,0,0
200_2743,0,0,0,0,0,0,0,0,0,0,5,20,2.2,268397,53709,0.200110284,23469.65,592774,75323,0.127068664,576.36,324.15,234.2,0,0
200_2652,0,0,0,0,0,0,0,0,0,0,3,16,2.1,1026949,184394,0.179555168,23373.41,2157935,300806,0.139395302,588.83,322.71,231.62,0,0
20_830,1,0,0,0,1,0,0,0,0,0,5,20,2.2,139817,30644,0.219172204,24765.13,306614,36452,0.118885635,595.44,344.52,253.46,0,0
20_432,1,0,0,0,1,0,0,0,0,0,5,20,2.5,41241,11086,0.268810165,23885.35,104399,7254,0.069483424,561.9,322.31,248.64,0,0
2_86,0,0,0,0,0,0,0,0,0,0,0,0,2.5,43190,9104,0.210789535,21389.42,109308,4995,0.045696564,530.71,301.94,218.07,0,0
2_63,0,0,0,0,0,0,0,0,0,0,5,38.5,2.4,31977,5600,0.175125872,20758.3,77313,3598,0.046538098,528.93,319.02,215.06,0,0
2_55,0,0,0,0,0,0,0,0,0,0,0,0,2.6,61170,12643,0.206686284,20696.65,160182,7094,0.044287123,513.02,305.74,214.48,0,0
2_18,0,0,0,0,0,0,0,0,0,0,5,22,2.3,33526,4748,0.141621428,20041.86,78547,3302,0.042038525,523.66,319.58,204.45,0,0
2_15,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1039971,193313,0.185883068,23685.23,2182754,321674,0.147370707,592.61,325.68,235.16,0,0
199_6137,0,0,0,0,0,0,0,0,0,0,5,20,2.4,25906,5781,0.223152938,22759.58,62721,4414,0.070375153,558.5,318.06,235.47,0,0
198_6109,0,1,0,0,0,0,0,0,0,1,1,4.5,2.1,115458,18903,0.163721873,22678.25,245251,24934,0.101667271,574.87,345.98,232.69,0,0
198_3170,0,1,1,0,1,0,0,0,0,1,0,0,2.3,173906,35334,0.203178729,22962.73,402531,25036,0.062196452,569.17,323.01,236.25,0,0
198_2614,0,0,0,0,1,0,0,0,0,0,4,16,2.3,144908,31161,0.215039887,23327.13,337695,27587,0.081692059,574.55,319.45,240.95,0,0
197_6109,0,1,0,0,0,0,0,0,0,0,5,30,2.3,71264,12311,0.172752021,21931.56,161142,13988,0.086805426,554.98,334.82,227.49,0,0
197_5642,0,0,0,0,0,0,0,0,0,0,5,37,2.2,155324,31700,0.204089516,23825.68,341701,41826,0.122405261,583.75,325.14,238,0,0
197_2612,0,0,0,0,0,0,0,0,0,1,5,42,2.1,548493,101561,0.185163712,23771.32,1134543,186549,0.164426558,595.16,328.15,234.87,0,0
197_1327,1,0,0,0,1,0,0,0,0,0,4,25.5,2.1,1062153,199994,0.188291141,23779.88,2232367,328817,0.147295225,593.5,326.94,236.56,0,0
196_3170,0,1,1,0,1,0,0,0,0,0,0,0,2.2,267291,52441,0.19619441,23809.27,583923,46924,0.08035991,587.77,331.87,241.49,0,0
195_2605,0,0,0,0,0,0,0,0,0,0,4,32,2.5,81318,17685,0.217479525,22097.31,201135,10392,0.051666791,547.8,309.99,227.71,0,0
195_1309,0,0,1,0,0,0,0,0,0,0,4,16,2.1,1022602,188912,0.184736584,23671.01,2139424,320217,0.149674398,592.95,326.5,234.92,0,0
194_5517,0,1,0,0,0,0,0,0,0,0,5,20,2.6,17725,4257,0.240169252,22419.35,45487,2301,0.050585882,542.33,299.57,228.67,0,0
194_3153,0,0,0,0,0,0,0,0,0,0,0,0,2.2,289233,62162,0.214920151,24616,635766,57215,0.089993803,595.28,338.6,251.23,0,0
193_6032,0,1,0,0,1,0,0,0,0,0,5,37,2.3,37989,5916,0.15572929,20585.6,88238,5647,0.063997371,532.13,325.38,211.78,0,0
193_5502,0,0,0,0,0,0,0,0,0,0,5,32,2.5,37768,9084,0.240521076,22694.03,95361,6164,0.064638584,550.53,301.44,232.78,0,0
193_3151,0,0,0,0,0,0,0,0,0,0,5,20,2.6,55216,12761,0.231110548,21504.13,144653,6457,0.044637857,527.85,299.07,220.82,0,0
193_2635,0,0,0,0,0,0,0,0,0,0,4,20,2.2,231017,46848,0.202790271,23883.58,501664,71979,0.143480497,584.75,326.12,237.21,0,0
192_5454,0,0,0,0,0,0,0,0,0,0,5,36,2.2,150405,30645,0.203749875,23862.8,329954,41233,0.124965904,584.56,325.48,238.11,0,0
192_3146,0,0,0,0,0,0,0,0,1,0,5,22,2.4,105610,23376,0.221342676,23000.38,252784,15121,0.059817868,563.62,319.8,237.9,0,0
191_5449,0,0,0,0,0,0,0,0,0,0,5,20,2.1,121119,23649,0.195254254,23936.51,259234,35988,0.138824383,588.82,327.49,236.54,0,0
191_1252,1,0,0,0,1,0,0,0,0,0,5,34,2.1,1091624,205437,0.18819392,23746.78,2299345,330821,0.143876191,592.69,326.93,236.49,0,0
190_5837,1,0,0,0,0,0,0,0,0,1,0,0,2.2,144481,31495,0.21798714,24655.27,317600,37027,0.116583753,593.92,343.39,252.37,0,0
190_2577,0,0,0,0,0,0,0,0,0,0,5,20,2.6,41791,8715,0.208537723,20683.43,110071,4987,0.04530712,512.42,304.06,213.92,0,0
19_955,1,0,0,1,0,0,0,0,0,0,4,37,2.4,140367,35116,0.250172761,23990.75,332528,23640,0.071091758,579.11,323.24,248.29,0,0
19_521,0,0,0,0,0,0,0,0,0,0,5,18,2.4,10228,1738,0.169925694,20548.22,24648,1554,0.063047712,528.99,312.79,210.58,0,0
19_308,1,0,0,0,1,0,0,0,0,0,4,22,2.3,21245,3044,0.143280772,20743.33,48406,2192,0.045283643,540.07,325.42,212.8,0,0
19_2476,0,0,0,0,0,0,0,0,0,0,0,0,2.3,180331,37130,0.205899152,23494.69,410461,31798,0.077468992,575.5,338.93,244.65,0,0
19_236,1,1,0,0,0,0,0,0,0,0,5,25.5,2.2,268460,57084,0.212635029,24202.48,596267,56364,0.094528122,589.89,340.92,250.74,0,0
189_5898,0,0,0,0,0,0,0,0,0,0,5,27.5,2.1,92402,15230,0.164823272,22607.56,197439,19903,0.100805819,572.22,345.75,232.02,0,0
188_5798,0,0,0,0,0,0,0,0,0,0,5,23,2.2,135711,28782,0.212083029,24539.38,296320,34422,0.116164957,593.48,343.52,250.53,0,0
188_5320,0,0,0,0,0,0,0,0,0,1,5,32.5,2.4,12621,2076,0.164487758,20085.27,30912,1730,0.055965321,520.17,302.52,204.29,0,0
188_3078,0,0,0,0,0,0,0,0,0,0,0,0,2.4,137881,29587,0.21458359,23021.26,326082,20250,0.062100944,566.15,321.06,237.54,0,0
187_2567,0,0,0,0,0,0,0,0,0,0,5,24,2.1,655988,119127,0.181599359,23292.32,1396690,171040,0.122460961,585.59,325.68,233.16,0,0
187_2536,0,0,0,0,0,0,0,0,0,0,5,27,2.2,196832,35832,0.18204357,23072.96,423398,51960,0.122721411,576.66,320.35,227.3,0,0
186_5243,0,0,0,0,0,0,0,0,0,0,4,16,2.5,18327,3136,0.171113657,19944.46,45677,2442,0.053462355,516.45,299.96,203.9,0,0
185_5780,0,0,0,0,0,0,0,0,0,0,5,26,2.2,147113,32622,0.221747908,24718.78,325024,37982,0.116859063,593.81,342.81,253.26,0,0
182_5687,0,1,0,0,0,0,0,0,0,0,4,20,2.1,108367,17927,0.16542859,22874.67,228840,24060,0.105138962,578.48,347.69,234.72,0,0
182_3024,0,0,0,0,0,0,0,0,1,1,0,0,2.2,298921,64922,0.217187819,24578.49,661205,58728,0.088819655,593.71,337.66,251.08,0,0
